_id;Sr No.;Year;Region;Sub Region;Motor Cycles;Scooters;Moped;Cars;Jeeps;Stn. Wagons;Taxis meter fited;Luxury /Turist Cabs/;Auto-rikshaws;Stage carriages;Contract carriages /Mini Bus;School Buses;Private Service Vehicles;Ambulances;Articulated/Multi.;Trucks & Lorries;Tanker;Delivery Van (4 wheelers);Delivery Van (3 wheelers);Tractors;Trailors;Others
536;536;2010-2011;Nanded Region;Parbhani;78387;3585;10336;4809;4318;18;319;98;9030;319;39;34;8;101;232;2605;167;1573;2302;4790;2615;200
537;537;2010-2011;Nanded Region;Hingoli;46285;2471;6454;3489;3318;0;0;337;3766;96;101;15;18;47;0;1485;62;1633;706;4312;3049;31
538;538;2010-2011;Amrawati Region;Amrawati;175263;44288;75802;16282;5063;338;29;1262;15040;532;264;61;28;178;0;6078;224;3764;3110;8083;5811;246
539;539;2010-2011;Amrawati Region;Buldhana;116222;9417;22801;4817;3806;186;145;1478;11193;440;133;98;20;126;0;2350;55;3290;2729;11488;7570;142
540;540;2010-2011;Amrawati Region;Yawatmal;110798;28838;39691;9271;4210;38;20;1149;10797;395;263;87;74;85;328;3798;115;2572;2202;6415;5031;60
541;541;2010-2011;Amrawati Region;Akola;100487;34532;31096;10787;3839;8;42;1865;9828;449;164;76;28;130;3;3791;71;2648;2000;6114;4613;216
542;542;2010-2011;Amrawati Region;Washim;59609;10089;15134;3162;2234;2;2;503;5738;0;32;28;0;52;0;958;25;1260;1048;5711;4113;26
543;543;2010-2011;Nagpur(U) Region;Nagpur;390102;293926;283810;89479;28244;842;0;2661;16417;1741;735;575;1307;525;896;12658;2275;12879;6161;5385;5263;1153
544;544;2010-2011;Nagpur(U) Region;Wardha;74629;17197;31844;5110;2524;61;0;290;4729;240;75;32;17;33;1;1337;23;1588;1870;4528;2678;188
545;545;2010-2011;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
546;546;2010-2011;Nagpur(R) Region;Nagpur;93485;26588;23179;7304;4411;33;0;404;2223;1592;187;114;115;65;268;3697;75;3055;1141;5648;1647;455
547;547;2010-2011;Nagpur(R) Region;Gadchiroli;35609;6989;1910;1427;1006;1;0;261;547;4;40;16;37;123;4;296;13;609;121;3053;2229;11
548;548;2010-2011;Nagpur(R) Region;Chandrapur;139343;40613;44690;15554;5911;57;112;781;6852;358;136;170;89;287;606;7787;174;3349;1811;7446;5208;430
549;549;2010-2011;Nagpur(R) Region;Gondia;75334;14575;15170;4585;2140;0;221;65;796;3;75;55;26;53;4;819;45;1120;209;4094;3349;68
550;550;2010-2011;Nagpur(R) Region;Bhandara;61896;12948;19525;3251;1620;10;0;219;1072;251;35;43;67;64;164;1079;62;666;270;6256;3672;48
551;551;2011-2012;Greater Mumbai;Mumbai(C);218334;113135;7325;229514;8414;2173;28832;4377;0;4609;1223;20;511;574;11;2487;117;10723;4873;129;82;305
552;552;2011-2012;Greater Mumbai;Mumbai(W);341124;181192;14809;285433;13113;936;8230;3703;64079;0;2057;1546;317;556;0;4559;145;6316;21298;520;113;348
553;553;2011-2012;Greater Mumbai;Mumbai(E);186317;66169;10958;102609;4969;848;6565;2441;45416;0;696;293;320;236;0;731;110;3706;7053;31;11;859
554;554;2011-2012;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;555;2011-2012;Thane Region;Thane;574781;197789;13591;333355;36971;5480;3223;26747;86786;1729;7984;309;1636;1450;5027;72636;9957;55435;53203;1369;7660;2364
556;556;2011-2012;Thane Region;Kalyan;265388;73704;7154;55008;4087;94;200;2711;34689;407;543;98;174;332;8;8755;622;6227;10479;730;336;560
557;557;2011-2012;Thane Region;Vashi Navi Mumbai;98174;11227;5;82196;4073;570;38;7325;11471;152;2909;356;348;227;3829;11136;4171;3685;12760;31;3019;129
558;558;2011-2012;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;559;2011-2012;Panvel Region;Panvel;39073;1607;0;22552;111;0;0;1434;11944;26;439;359;232;154;14228;14507;1753;2676;1289;83;34;640
560;560;2011-2012;Panvel Region;Pen-Raigad;220606;48738;2315;68246;17282;319;152;10682;9312;285;197;132;205;454;851;6871;829;11699;6412;1604;3693;3512
561;561;2011-2012;Panvel Region;Ratnagiri;88820;36881;5274;16859;5594;506;153;471;15293;0;272;56;65;212;75;5830;137;6123;4456;534;571;1437
562;562;2011-2012;Panvel Region;Sindhudurg;58124;17644;4821;8878;1994;725;239;88;8063;1586;60;19;48;94;2;3682;34;3140;1552;494;467;63
563;563;2011-2012;Kolhapur Region;Kolhapur;501680;72094;47709;61455;19877;56;303;626;13769;897;868;203;107;256;555;15032;871;11824;9985;20408;21195;1422
564;564;2011-2012;Kolhapur Region;Sangli;306973;49891;44662;36789;15219;352;1261;110;7528;870;39;116;37;158;51;7918;514;9993;5941;18055;15303;637
565;565;2011-2012;Kolhapur Region;Satara;298606;35552;37269;33059;13986;84;1762;2863;8983;680;143;186;47;169;0;8891;274;10908;6664;20402;18374;818
566;566;2011-2012;Kolhapur Region;Karad;11312;2151;3003;1068;540;0;189;103;476;0;8;15;9;6;0;529;13;649;302;1597;1223;41
567;567;2011-2012;Pune Region;Pune;1204846;305796;194567;331797;41216;877;0;11837;43965;2563;2822;10201;1196;1035;885;21146;2825;27852;25132;18213;11514;5688
568;568;2011-2012;Pune Region;Solapur;295767;47138;64616;20897;13273;191;0;1146;8569;243;42;32;87;194;22;8372;747;9330;6787;16612;12962;271
569;569;2011-2012;Pune Region;Pimpri-Chinchwad;564595;93519;37559;119293;14456;67;0;10961;6727;1501;3591;195;445;490;0;14427;915;20758;20734;11707;4221;1968
570;570;2011-2012;Pune Region;Baramati;140030;4614;571;14555;4014;8;0;441;1406;0;116;23;83;73;3;4962;447;6681;4520;11873;14036;488
571;571;2011-2012;Pune Region;Akluj;95222;4;11;9788;2679;10;0;247;1025;43;44;13;8;60;43;1787;111;2934;1791;6254;5099;656
572;572;2011-2012;Nashik Region;Nashik;541024;121751;49915;84675;24682;93;2101;2246;23896;926;827;320;203;404;34;10427;596;18857;7400;41203;24510;1292
573;573;2011-2012;Nashik Region;Ahmednagar;254777;38899;38150;21244;8817;254;871;1016;5364;762;63;93;72;138;42;6195;299;8008;5978;16494;12437;2097
574;574;2011-2012;Nashik Region;Srirampur;297190;19017;28312;21662;10917;792;1629;1454;5736;0;81;200;66;138;63;5393;478;6502;8104;20898;16738;909
575;575;2011-2012;Nashik Region;Malegaon;147127;8141;4750;9751;3014;2;1117;269;8024;2;53;89;9;54;0;4120;105;4871;2206;14815;14171;106
576;576;2011-2012;Dhule Region;Dhule;134446;21599;27404;14235;3832;174;143;2620;11202;629;262;80;92;93;0;9152;402;4197;4583;13341;12725;253
577;577;2011-2012;Dhule Region;Jalgaon;312544;54867;54316;25389;8334;541;342;2594;23628;734;287;132;85;169;0;6912;296;5710;8966;23273;19331;429
578;578;2011-2012;Dhule Region;Nandurbar;53545;6242;1859;5357;2444;1172;40;196;834;12;28;12;21;57;0;707;62;1026;2049;6528;3769;173
579;579;2011-2012;Aurangabad Region;Aurangabad;439735;68459;46451;35443;21071;452;0;1840;24728;5314;718;589;1020;351;0;9265;3001;14804;17545;17975;11739;256
580;580;2011-2012;Aurangabad Region;Jalna;128917;6158;10963;7356;4197;128;0;682;5039;242;3;68;0;108;0;2219;218;1875;4063;9380;6019;253
581;581;2011-2012;Aurangabad Region;Beed;89079;7765;16711;4255;10004;1;0;71;7343;440;129;16;16;7;0;3179;114;3182;5600;6440;4849;27
582;582;2011-2012;Latur Region;Latur;130868;18070;30715;15089;8471;394;67;984;10100;398;165;138;36;54;0;6404;120;3890;5645;9072;6393;204
583;583;2011-2012;Latur Region;Osmanabad;81511;4646;4487;6660;4233;54;3;915;4367;307;15;49;5;43;0;4359;168;3876;2340;8017;4808;286
584;584;2011-2012;Latur Region;Ambejogai;39176;826;2133;3287;2331;0;37;254;3103;0;7;26;2;5;57;1717;98;1052;2283;2845;1759;46
585;585;2011-2012;Nanded Region;Nanded;147488;15651;26628;12070;9185;58;1004;673;21033;427;405;125;57;105;7;8963;317;4476;4212;5101;3841;129
586;586;2011-2012;Nanded Region;Parbhani;95911;3759;10613;6527;5630;18;319;123;10808;319;58;39;8;119;849;3458;189;2551;3119;5404;2869;223
587;587;2011-2012;Nanded Region;Hingoli;54601;2697;6478;4140;3495;0;0;337;3904;96;103;16;18;47;0;1531;65;1777;805;4608;3116;31
588;588;2011-2012;Amrawati Region;Amrawati;206071;48555;76325;20546;5543;350;38;1282;15636;533;291;69;28;211;0;6798;227;4626;3222;9247;6290;271
589;589;2011-2012;Amrawati Region;Buldhana;136008;11156;23796;5780;4243;186;151;1531;12230;440;98;126;34;146;0;2546;57;3715;3083;13309;8406;137
590;590;2011-2012;Amrawati Region;Yawatmal;125999;34058;40351;11092;4629;41;20;1215;11386;395;284;112;74;89;330;4200;115;3436;2351;6723;5253;51
591;591;2011-2012;Amrawati Region;Akola;116118;41491;31374;12553;3915;8;48;1883;10735;451;172;90;30;140;6;4123;107;3247;2127;6959;5156;280
592;592;2011-2012;Amrawati Region;Washim;64416;10947;15218;3444;2387;2;2;508;6227;0;35;31;0;56;0;1041;25;1591;1081;6353;4425;25
593;593;2011-2012;Nagpur(U) Region;Nagpur;429837;318999;283771;99233;29727;842;0;2907;17149;1741;899;615;1314;567;925;13024;2532;14183;6844;5402;5348;1240
594;594;2011-2012;Nagpur(U) Region;Wardha;81349;17197;34523;6082;2811;61;0;306;4732;240;80;47;31;49;14;1437;31;2027;2040;5076;2846;282
595;595;2011-2012;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
596;596;2011-2012;Nagpur(R) Region;Nagpur;114647;30170;27574;9249;5745;33;1;770;3981;2030;224;178;119;85;387;5409;101;4156;1296;6672;2188;632
597;597;2011-2012;Nagpur(R) Region;Gadchiroli;40935;8345;1945;1790;1120;1;0;280;547;4;37;19;37;140;4;317;23;750;119;3558;2464;34
598;598;2011-2012;Nagpur(R) Region;Chandrapur;158809;44095;48056;17759;6339;58;136;803;6896;358;153;205;93;308;762;8249;176;4221;1889;8314;5658;535
599;599;2011-2012;Nagpur(R) Region;Gondia;89167;15441;15525;5379;2498;0;0;296;796;3;94;73;36;67;4;1102;63;1551;240;4654;3620;92
600;600;2011-2012;Nagpur(R) Region;Bhandara;72595;15355;20338;4443;1823;10;0;213;1115;251;39;52;70;77;205;999;58;877;293;6984;4183;58
601;601;2012-2013;Greater Mumbai;Mumbai(C);231940;126409;7340;240086;8417;2173;29426;5112;0;4526;1374;26;489;572;11;2078;118;10881;5010;129;84;313
602;602;2012-2013;Greater Mumbai;Mumbai(W);369822;194597;14838;315629;16046;829;8285;4699;64422;0;2002;1707;322;584;0;4725;153;6550;21570;41;0;0
603;603;2012-2013;Greater Mumbai;Mumbai(E);204516;74825;10995;116508;5027;837;6722;2851;47169;0;694;435;327;255;0;739;110;3830;7320;31;11;861
604;604;2012-2013;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
605;605;2012-2013;Thane Region;Thane;619757;217306;13618;361622;37376;5487;3223;26074;87870;1800;9368;312;1686;1576;9053;70968;10433;61594;58918;1536;7976;2696
606;606;2012-2013;Thane Region;Kalyan;307996;73704;7154;66050;4097;129;206;3012;34137;637;609;127;200;363;12;9031;1018;7426;10622;742;370;560
607;607;2012-2013;Thane Region;Vashi Navi Mumbai;111728;11253;5;81165;4073;570;85;7384;12099;167;3161;658;358;270;4696;11786;4393;4147;13766;31;3282;178
608;608;2012-2013;Thane Region;Vasai;26716;6902;103;4411;1;20;0;89;11;5;133;40;5;41;301;242;1080;1829;249;11;6;119
609;609;2012-2013;Panvel Region;Panvel;65722;1542;0;35494;434;0;0;1726;11789;27;458;442;244;178;15878;15232;2027;3418;2124;228;54;987
610;610;2012-2013;Panvel Region;Pen-Raigad;234000;48738;2315;67861;17753;319;152;10565;9326;939;217;156;214;479;844;7007;855;12349;6563;1750;3727;3673
611;611;2012-2013;Panvel Region;Ratnagiri;108449;44054;5607;22334;7070;508;153;518;16500;0;393;94;76;255;85;6795;150;8231;4917;592;593;1228
612;612;2012-2013;Panvel Region;Sindhudurg;65063;21159;4821;10094;2266;725;241;92;8419;1861;69;25;50;99;2;3978;35;3822;1602;503;478;76
613;613;2012-2013;Kolhapur Region;Kolhapur;563547;78935;48396;69132;20172;56;399;638;13947;945;970;240;131;290;771;15890;897;13729;10617;25747;23057;1667
614;614;2012-2013;Kolhapur Region;Sangli;335566;52718;50878;42576;16686;352;1272;130;7920;870;45;178;38;170;73;8486;562;11290;6733;20649;16143;771
615;615;2012-2013;Kolhapur Region;Satara;324846;38954;40439;36584;14779;80;890;2617;7058;701;128;169;50;168;0;6636;224;9677;5896;19472;15996;942
616;616;2012-2013;Kolhapur Region;Karad;33305;3392;4383;5089;834;0;373;1040;1593;0;48;77;12;136;0;3250;80;3349;938;4617;4670;225
617;617;2012-2013;Pune Region;Pune;1350608;305575;194565;377564;41699;987;0;12759;42644;2537;2975;10201;1170;1035;914;21572;2817;30383;26028;18475;11491;5812
618;618;2012-2013;Pune Region;Solapur;329446;51777;66856;23380;14362;188;0;1271;8569;232;40;75;102;218;22;8561;783;9526;8236;17413;13193;481
619;619;2012-2013;Pune Region;Pimpri-Chinchwad;647691;93528;37549;143857;14439;59;0;13177;7042;2040;4098;256;482;578;0;15413;934;23798;21804;12739;4312;2188
620;620;2012-2013;Pune Region;Baramati;156885;5086;568;17075;4133;8;0;462;1413;0;146;50;96;77;3;5295;473;7544;4727;12914;14501;573
621;621;2012-2013;Pune Region;Akluj;108966;4;8;10812;2870;13;0;258;1025;38;41;27;9;61;43;1979;105;3420;2208;7366;5421;759
622;622;2012-2013;Nashik Region;Nashik;596009;135811;50185;97710;26552;93;2101;2406;24045;926;980;331;203;476;36;11032;752;22827;8298;46365;25192;1562
623;623;2012-2013;Nashik Region;Ahmednagar;279843;44971;39596;24383;9995;254;873;1125;5384;762;94;128;71;163;43;6887;493;9420;6602;17931;12700;2165
624;624;2012-2013;Nashik Region;Srirampur;333638;19517;28531;25870;11588;792;1609;1504;5676;0;116;278;67;144;192;5786;551;8105;8992;21985;17436;1052
625;625;2012-2013;Nashik Region;Malegaon;168247;8752;4915;11906;3017;2;1112;283;8304;2;53;110;9;72;0;4400;105;5542;2544;16118;14785;123
626;626;2012-2013;Dhule Region;Dhule;150827;23113;27833;16600;4368;168;147;2669;11619;673;262;92;93;137;115;9383;413;4472;5209;14582;13187;268
627;627;2012-2013;Dhule Region;Jalgaon;342244;60337;55234;27961;9226;541;346;2710;24981;734;311;163;80;215;0;7068;299;6010;10363;24882;19795;473
628;628;2012-2013;Dhule Region;Nandurbar;59248;5954;3639;10113;2885;1516;40;404;834;50;28;14;21;64;0;655;78;963;2927;6771;4177;188
629;629;2012-2013;Aurangabad Region;Aurangabad;511649;70536;46299;39324;23393;452;0;1909;24865;5573;829;725;1330;398;0;10173;3594;17345;21030;19222;12510;256
630;630;2012-2013;Aurangabad Region;Jalna;143712;6517;11718;7811;4911;128;0;720;5324;242;10;85;2;108;0;2430;227;1994;4516;10303;6184;288
631;631;2012-2013;Aurangabad Region;Beed;99671;8461;17150;4478;10777;1;0;71;7585;440;149;16;16;7;0;3377;101;3815;6898;6963;5055;27
632;632;2012-2013;Latur Region;Latur;146878;22432;33492;17426;9584;394;67;1058;10316;456;202;184;36;67;0;6865;129;5325;6034;10090;6501;262
633;633;2012-2013;Latur Region;Osmanabad;92812;5867;4688;7462;4650;54;3;1006;4486;307;18;61;6;49;0;4363;168;4355;2526;9173;4938;324
634;634;2012-2013;Latur Region;Ambejogai;46281;1742;2299;3866;2832;0;37;282;3177;0;7;41;3;12;92;2106;117;1413;2769;3316;1825;75
635;635;2012-2013;Nanded Region;Nanded;196989;16843;28530;14804;9350;58;1004;857;23056;425;409;191;57;149;5;11250;325;5743;6254;5530;4145;177
636;636;2012-2013;Nanded Region;Parbhani;116896;4256;11097;8643;7388;18;319;140;13363;319;56;53;8;131;1034;4347;203;3261;4190;6171;3068;266
637;637;2012-2013;Nanded Region;Hingoli;63271;3108;6503;4646;3762;0;7;197;4345;96;127;15;13;50;0;1539;62;2107;879;4903;3137;34
638;638;2012-2013;Amrawati Region;Amrawati;237916;52991;76685;24407;5714;361;38;1342;15800;533;322;104;48;252;0;7478;231;5599;3362;10778;6377;298
639;639;2012-2013;Amrawati Region;Buldhana;155742;12379;24377;7099;4732;186;151;1620;13129;440;98;139;36;151;0;2730;57;3851;3775;14766;8800;136
640;640;2012-2013;Amrawati Region;Yawatmal;142212;39007;41091;12571;5086;41;20;1300;11893;395;318;142;84;84;330;4448;115;4355;2526;7486;5347;35
641;641;2012-2013;Amrawati Region;Akola;132512;48117;31579;14195;4100;8;48;1909;11400;454;184;95;35;150;6;4360;142;4067;2259;7889;5361;329
642;642;2012-2013;Amrawati Region;Washim;73397;12389;15457;3877;2745;2;2;507;6828;1;33;42;0;66;0;1169;32;1971;1138;7502;4581;26
643;643;2012-2013;Nagpur(U) Region;Nagpur;448540;325537;283605;104745;30746;842;0;3035;16743;1741;927;643;1314;597;925;13025;2563;14936;7137;5430;5399;1247
644;644;2012-2013;Nagpur(U) Region;Wardha;96031;17197;41504;6898;3115;61;0;308;4742;240;81;63;44;54;26;1512;33;2577;2275;5643;2895;345
645;645;2012-2013;Nagpur(U) Region;Nagpur(East);30516;3889;0;3323;67;0;30;214;391;0;2;60;10;19;19;610;3;947;555;12;0;0
646;646;2012-2013;Nagpur(R) Region;Nagpur;142705;34197;27741;11238;7124;33;1;858;4624;2381;262;310;205;112;609;7146;102;5733;1391;7620;2517;817
647;647;2012-2013;Nagpur(R) Region;Gadchiroli;47426;9947;1949;2240;1313;1;0;303;548;4;40;23;37;147;4;329;23;962;122;4036;2596;48
648;648;2012-2013;Nagpur(R) Region;Chandrapur;177889;47810;52070;19901;6877;58;136;817;6925;358;193;236;92;347;845;8616;190;5147;1961;9012;5832;611
649;649;2012-2013;Nagpur(R) Region;Gondia;103619;16536;15992;6221;2836;0;0;300;796;5;138;127;49;79;4;1396;85;1966;266;5133;3763;129
650;650;2012-2013;Nagpur(R) Region;Bhandara;83248;17438;20330;5524;2113;10;0;220;1167;251;39;79;64;87;206;1024;60;1102;376;7334;4409;64
651;651;2013-2014;Greater Mumbai;Mumbai(C);241492;139210;7360;248534;8424;2173;29194;5471;0;4484;1374;3;399;568;11;1960;137;11084;5372;129;81;346
652;652;2013-2014;Greater Mumbai;Mumbai(W);400152;208526;14861;345032;16389;835;8298;5035;64135;0;2145;1990;333;621;0;4890;140;6787;21463;41;0;0
653;653;2013-2014;Greater Mumbai;Mumbai(E);222417;84369;11074;129930;5069;840;6554;3246;45035;0;730;525;325;266;0;700;108;3728;7507;31;11;862
654;654;2013-2014;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
655;655;2013-2014;Thane Region;Thane;651208;224124;13358;365001;38643;5459;3222;27814;85765;1050;10051;360;1725;1557;10560;74025;12639;62039;58164;1550;8733;3070
656;656;2013-2014;Thane Region;Kalyan;353749;73704;7154;76080;4099;129;229;3189;35831;1957;743;224;202;387;14;9226;1050;7734;11937;790;385;587
657;657;2013-2014;Thane Region;Vashi Navi Mumbai;128814;11253;5;89360;4073;570;85;7665;12091;69;3147;656;285;266;3976;12623;4483;4027;14660;33;3402;188
658;658;2013-2014;Thane Region;Vasai;70633;18437;510;21445;130;59;0;444;3907;764;248;115;64;118;333;1993;623;5725;1419;37;18;300
659;659;2013-2014;Panvel Region;Panvel;91219;1542;0;49849;434;0;0;2043;11166;7;310;622;184;197;16565;15872;2182;4152;2696;279;77;1171
660;660;2013-2014;Panvel Region;Pen-Raigad;164197;29243;1389;39603;11537;191;152;6187;9306;1006;245;283;239;269;819;7088;860;8478;3527;1280;2289;2437
661;661;2013-2014;Panvel Region;Ratnagiri;117013;49358;5607;24522;7617;508;22;531;16715;1;457;111;82;295;88;7367;177;9059;5314;621;580;1304
662;662;2013-2014;Panvel Region;Sindhudurg;71985;25643;4821;11305;2482;725;270;73;8688;1911;83;32;51;105;2;4119;36;4474;1631;509;480;91
